card_id,card_type,state,title,path,wc,edges,tags
sha256:49ae369c12e05708,doc,raw,Кто ты,docs/02-anthropic-vacancies/345-кто-ты.md,178,0,anthropic
sha256:49b33d8a9db984ba,doc,raw,Кросс-секционный анализ,docs/CROSS_SECTION.md,1256,0,memory|knowledge|ingestion|anthropic|collaboration
sha256:49c274db18c2e42b,doc,raw,Благодарности,docs/obsidian/02-anthropic-vacancies/301-благодарности.md,365,0,architecture|collaboration
sha256:49f17f889ae590f1,doc,raw,"6. Риски, специфичные для этой категории",docs/02-anthropic-vacancies/237-6-риски-специфичные-для-этой-категории.md,1199,0,security|architecture
sha256:49f44355f85a7979,doc,raw,Глоссарий,docs/obsidian/02-anthropic-vacancies/122-глоссарий.md,1527,0,memory|architecture|roadmap|collaboration
sha256:4a2a3e894998cc82,doc,raw,Memory Firewall против prompt worms (ансамбль I),docs/ai-collaborations/continuation/04-memory-firewall-vs-prompt-worms.md,266,0,memory|rag|security|ingestion|architecture|collaboration
sha256:4a31aff7421666c1,doc,raw,6. Уточнённый объём InGit с учётом Cowork,docs/nautilus/ingit-cowork-ru/06-utochnyonnyy-obyom-ingit.md,374,0,architecture|roadmap|anthropic
sha256:4a461afb466d8b7b,project,raw,Q&A: 01-svyazi,docs/01-svyazi/QA.md,224,0,
sha256:4a47966f82f4eeed,doc,raw,Автозаполненные шаблоны,docs/AUTOFILLED.md,187,10,ingestion|collaboration
sha256:4a524c4200dcb219,doc,raw,INGIT AS COWORK-NATIVE WORKSPACE SUBSTRATE.md,docs/obsidian/02-anthropic-vacancies/304-ingit-as-cowork-native-workspace-substrate-md.md,269,0,architecture|anthropic
sha256:4a6ac36b71aaade2,doc,raw,svend4,docs/autofilled/components/svend4.md,156,9,ingestion|collaboration
sha256:4a6f00962166b394,doc,raw,Section 4: Specific deployment — SGB Advocate Community pilo,docs/anthropic-vacancies/beneficial-deployments-concept/04-section-4-sgb-pilot.md,173,0,local-first|roadmap|anthropic
sha256:4a76bbbd74133b12,project,raw,knowledge-space,docs/svyazi-2-0/components/knowledge-space.md,123,0,knowledge|ingestion|architecture|collaboration
sha256:4a8628cd8eb21321,doc,raw,7. Области применения,docs/02-anthropic-vacancies/238-7-области-применения.md,734,0,security|architecture|collaboration
sha256:4a8f9876f7d28acb,doc,raw,7. Economics of Combinatorial Replication,docs/obsidian/02-anthropic-vacancies/260-7-economics-of-combinatorial-replication.md,956,0,rag|orchestration|roadmap|anthropic
sha256:4a95deda814fb488,doc,raw,References,docs/02-anthropic-vacancies/287-references.md,310,0,anthropic
sha256:4a96a75f6122a8cc,doc,raw,10 second order ensembles,docs/obsidian/01-svyazi/10-second-order-ensembles.md,920,0,memory|rag|orchestration|knowledge|ingestion|local-first|architecture|roadmap|self-improvement|collaboration
sha256:4a9a7f2dc165ecc8,doc,raw,5. Pattern Library as Bridge Between Triangles,docs/nautilus/double-triangle-architecture/05-pattern-library-bridge.md,642,0,security|roadmap|anthropic
sha256:4ac341decc23ac04,doc,raw,Граф связей проектов,docs/obsidian/GRAPH.md,2679,0,memory|rag|orchestration|security|knowledge|ingestion|local-first|anthropic|self-improvement
sha256:4b498ddd401a01a5,doc,raw,17. Versioning Policy,docs/obsidian/02-anthropic-vacancies/92-17-versioning-policy.md,289,0,architecture
sha256:4b54baccae7c2328,doc,raw,2. Что делает агента Профессиональным Коллегой,docs/02-anthropic-vacancies/233-2-что-делает-агента-профессиональным-коллегой.md,943,5,collaboration
sha256:4b64a074d3a74831,doc,raw,Благодарности,docs/02-anthropic-vacancies/203-благодарности.md,223,6,anthropic|collaboration
sha256:4bb3bc7372c8041e,doc,raw,1. Синдром Золушки: Почему качество остаётся невидимым,docs/nautilus/representative-agent-layer-ru/01-sindrom-zolushki.md,751,0,architecture|anthropic
sha256:4c3a38c8794b7ac0,doc,raw,Что НЕ подходит (честно),docs/anthropic-vacancies/profile-mapping/01-initial-analysis/06-not-applicable-roles.md,149,0,anthropic|collaboration
sha256:4c43bcac89d8ff15,doc,raw,Твоя миссия,docs/obsidian/02-anthropic-vacancies/347-твоя-миссия.md,129,0,anthropic
sha256:4c789f958dad71cd,doc,raw,Практическое ранжирование (первая итерация),docs/anthropic-vacancies/profile-mapping/01-initial-analysis/08-practical-ranking.md,189,0,roadmap|anthropic|collaboration
sha256:4c888853a6ac0d31,project,raw,🇷🇺 О проекте,docs/obsidian/02-anthropic-vacancies/67-о-проекте.md,996,0,rag|architecture|collaboration
sha256:4c8f3656705af737,doc,raw,kksudo,docs/autofilled/components/kksudo.md,217,8,ingestion|collaboration
sha256:4cc2b064c85b277c,doc,raw,"Action Items, риски и решения",docs/obsidian/ACTION_ITEMS.md,8127,0,memory|rag|orchestration|security|knowledge|ingestion|local-first|architecture|roadmap|anthropic|self-improvement|collaboration
sha256:4cdcdf801c6478e3,doc,raw,19. ADR-001: Federation over Merging,docs/02-anthropic-vacancies/94-19-adr-001-federation-over-merging.md,317,5,architecture|collaboration
sha256:4cdf389bf6ab4f68,doc,raw,2. Исторические прецеденты: Агенты как цивилизационная иннов,docs/02-anthropic-vacancies/192-2-исторические-прецеденты-агенты-как-цивилизационн.md,986,4,architecture|collaboration
sha256:4cfae6c290ff33fa,doc,raw,2. Target Populations,docs/02-anthropic-vacancies/156-2-target-populations.md,819,5,anthropic
sha256:4d0d74231fee4247,doc,raw,Что ты МОЖЕШЬ делать,docs/obsidian/02-anthropic-vacancies/351-что-ты-можешь-делать.md,254,0,knowledge
sha256:4d3b2bafcc2641c5,doc,raw,Комбинация 19: Multi-Agent Observability Platform,docs/technology-combinations/combinations/19-multi-agent-observability-platform.md,678,0,memory|rag|orchestration|knowledge|ingestion|local-first|anthropic
sha256:4d44028cae309f8e,doc,raw,Комбинация 27: Hybrid RAG with AST-Chunked Code,docs/technology-combinations/combinations/27-hybrid-rag-with-ast-chunked-code.md,220,0,rag|self-improvement
sha256:4d81d16f0960cdcc,doc,raw,The Recursive Insight,docs/nautilus/infrastructure-layer-b-en/08-recursive-insight.md,326,0,architecture|anthropic
sha256:4dabfd2fbe76539b,doc,raw,4. Условия применимости,docs/02-anthropic-vacancies/111-4-условия-применимости.md,292,0,memory|architecture|roadmap
sha256:4dbc1cbe02a025d5,doc,raw,Комбинация 11: Hybrid CRDT-SQL Database,docs/technology-combinations/combinations/11-hybrid-crdt-sql-database.md,189,0,local-first|roadmap|collaboration
sha256:4dce4bf0391733c1,doc,raw,8. Consensus Algorithm,docs/02-anthropic-vacancies/20-8-consensus-algorithm.md,333,0,rag
sha256:4e3d7117e1ea41ee,doc,raw,Приватность: local-first by default,docs/svyazi-2-0/security/privacy.md,124,0,security|knowledge|local-first
sha256:4e5bb081fe79da36,doc,raw,Бенчмарки и производительность,docs/obsidian/03-technology-combinations/05-benchmarks.md,1008,0,memory|rag|orchestration|ingestion|local-first|architecture|collaboration
sha256:4ef71d0444596510,doc,raw,Appendix A: Glossary,docs/obsidian/02-anthropic-vacancies/148-appendix-a-glossary.md,532,0,roadmap
sha256:4f2f4d7437c71c1b,doc,raw,7. Phased Rollout Plan,docs/nautilus/okwf-concept/07-phased-rollout.md,615,0,roadmap|anthropic
sha256:4f47965ade9456bf,doc,raw,Агентные системы и роутинг,docs/03-technology-combinations/01-agent-routing.md,374,7,knowledge|architecture|self-improvement|collaboration
sha256:4f6c5164b25ba249,doc,raw,3. Что делает агента Представительским,docs/02-anthropic-vacancies/193-3-что-делает-агента-представительским.md,801,5,architecture|roadmap|anthropic
sha256:4f7b6c3f7cc20a1e,doc,raw,Сходство 1: Composite Skills паттерн уже встроен,docs/anthropic-vacancies/hermes-comparison/01-similarity-1-composite-skills.md,212,0,architecture|anthropic
sha256:4f92363f525b6c0b,doc,raw,AI-Mediated Representation for Underrepresented Experts and ,docs/nautilus/representative-agent-layer-en/00-abstract.md,398,0,architecture|roadmap|anthropic|collaboration
sha256:4f9dd8c0ce9f6578,doc,raw,Твои языки и культурные nuances,docs/obsidian/02-anthropic-vacancies/350-твои-языки-и-культурные-nuances.md,192,0,roadmap|anthropic|collaboration
sha256:4fb1c0b5a1502426,doc,raw,Благодарности,docs/obsidian/02-anthropic-vacancies/203-благодарности.md,216,0,anthropic|collaboration
sha256:4fc86e0da35304f9,doc,raw,ingit,docs/autofilled/components/ingit.md,174,8,ingestion|collaboration
sha256:4fc9549d7fcd51af,doc,raw,11. Call for Collaboration,docs/02-anthropic-vacancies/222-11-call-for-collaboration.md,403,0,rag|architecture
sha256:5076e4f4bd38a148,doc,raw,4. Симбиотическая Архитектура,docs/02-anthropic-vacancies/330-4-симбиотическая-архитектура.md,703,0,architecture|roadmap|collaboration
sha256:509b769ace33ce97,doc,raw,Изолированные документы (Orphans),docs/ORPHANS.md,302,0,
sha256:50acca4dcbfed5f4,doc,raw,2. The Twenty-One Teachers Pattern,docs/02-anthropic-vacancies/255-2-the-twenty-one-teachers-pattern.md,1024,6,local-first
sha256:50b66c717791853a,doc,raw,Callout-блоки,docs/ALERTS.md,79,0,
sha256:50b9c6e284003590,doc,raw,6. Governance and Ethics,docs/nautilus/okwf-concept/06-governance-ethics.md,486,0,anthropic
sha256:50e10ccacfd8e6dc,doc,raw,passports/info1.md,docs/obsidian/02-anthropic-vacancies/35-passports-info1-md.md,244,0,rag|collaboration
sha256:50e493420946a4dc,doc,raw,Приложение A: Сравнительная Таблица — Пять Типов Агентов,docs/02-anthropic-vacancies/246-приложение-a-сравнительная-таблица-пять-типов-аген.md,405,0,anthropic
sha256:5100132249aad312,doc,raw,Обратная связь,docs/obsidian/02-anthropic-vacancies/133-обратная-связь.md,17085,0,memory|rag|orchestration|security|ingestion|local-first|architecture|roadmap|anthropic|collaboration
sha256:511edeb84d54d349,doc,raw,What's Missing — Layer B,docs/02-anthropic-vacancies/277-what-s-missing-layer-b.md,727,5,architecture
sha256:514af9cb11c0b040,doc,raw,11. Open Questions,docs/obsidian/02-anthropic-vacancies/264-11-open-questions.md,605,0,rag|anthropic
sha256:517fd0965bca4fb9,doc,raw,Ключевое наблюдение: single-developer projects of significan,docs/anthropic-vacancies/extra-collaborator-findings/07-key-observation.md,172,0,memory|anthropic|collaboration
sha256:518ad1161afa2b31,doc,raw,AI-саммари разделов документации,docs/obsidian/LLM_SUMMARIES.md,295,0,ingestion|local-first|architecture|anthropic|self-improvement|collaboration
sha256:5196efe2e3b6892f,doc,raw,Пара 4 — RISC-V × privacy-by-design община,docs/habr-unique-projects/hardware-pairs/4-riscv-privacy.md,294,0,memory|orchestration|knowledge|ingestion|architecture|collaboration
sha256:51ce5af1fa9aa478,doc,raw,9. Checklist применения методологии,docs/nautilus/review-methodology/10-checklist.md,303,0,roadmap|anthropic
sha256:520ecbf7de5203ff,doc,raw,Методика и рамка отбора,docs/svyazi-2-0/overview/methodology.md,268,1,rag|security|ingestion|architecture|roadmap|collaboration
sha256:52131007fad7ce7c,doc,raw,Приложение C: Архитектура Быстрого Старта для SGB Адвоката-К,docs/obsidian/02-anthropic-vacancies/248-приложение-c-архитектура-быстрого-старта-для-sgb-а.md,3569,0,orchestration|architecture|anthropic|collaboration
sha256:52308cb6a7ecb144,doc,raw,Appendix B: Change Log,docs/obsidian/02-anthropic-vacancies/103-appendix-b-change-log.md,325,0,rag|architecture
sha256:523db0a538f88766,doc,raw,6. Adapter Interface,docs/obsidian/02-anthropic-vacancies/18-6-adapter-interface.md,717,0,ingestion|architecture|anthropic|collaboration
sha256:52582eb7aefbf696,project,raw,Практические рекомендации для текущего проекта,docs/obsidian/02-anthropic-vacancies/299-практические-рекомендации-для-текущего-проекта.md,466,0,architecture|anthropic
sha256:5274b7c3c2b91ec7,doc,raw,Главные технические риски,docs/nautilus/review-methodology/14-main-technical-risks.md,143,0,anthropic|collaboration
sha256:52800435f94d18b9,doc,raw,12. Closing,docs/02-anthropic-vacancies/223-12-closing.md,728,7,architecture|roadmap
sha256:52ad038d6fe3b492,doc,raw,Yjs + Automerge,docs/svyazi-2-0/components/yjs-automerge.md,125,0,ingestion|local-first|architecture|collaboration
sha256:52c927ce761c834b,person,raw,Author & Contact,docs/obsidian/02-anthropic-vacancies/62-author-contact.md,278,0,collaboration
sha256:532c84cd6b59a365,doc,raw,Acknowledgments,docs/02-anthropic-vacancies/224-acknowledgments.md,317,7,anthropic
sha256:53406468bdb6349b,doc,raw,3. Эмпирический кейс: «Обучай»,docs/nautilus/professional-colleague-agents-ru/03-keys-obuchay.md,762,0,architecture|anthropic|collaboration
sha256:53609f3d902e79c2,doc,raw,Compatibility Level,docs/02-anthropic-vacancies/51-compatibility-level.md,250,7,anthropic|collaboration
sha256:53f11ed67720287f,person,raw,Контакт: [Имя / Проект],docs/obsidian/templates/contact-outreach.md,135,0,контакты|команда
sha256:54135b2dba002a4c,doc,raw,Оценка готовности проекта (Go/No-Go),docs/obsidian/SCORING.md,477,0,security|architecture|roadmap|collaboration
sha256:544dfaec6c96146d,doc,raw,4. Симбиотическая Архитектура,docs/obsidian/02-anthropic-vacancies/330-4-симбиотическая-архитектура.md,720,0,architecture|roadmap|collaboration
sha256:54545d534f6d50bc,doc,raw,14. SDK Contract (Informative),docs/02-anthropic-vacancies/89-14-sdk-contract-informative.md,219,0,memory|anthropic|collaboration
sha256:548e67110137ed1b,doc,raw,1. Типология из пяти типов агентов на стороне принципала,docs/02-anthropic-vacancies/232-1-типология-из-пяти-типов-агентов-на-стороне-принц.md,1078,5,architecture
sha256:55062dc0fc1db4b0,doc,raw,Глоссарий понятий,docs/CONCEPTS.md,13914,0,
sha256:5510b736d15ee97f,doc,raw,Приложение B: Рамка принятия решений — когда строить Тип 1 п,docs/obsidian/02-anthropic-vacancies/247-приложение-b-рамка-принятия-решений-когда-строить-.md,346,0,architecture
sha256:559b5753607e269b,doc,raw,"Ограничения, лицензии и что пока лучше не склеивать",docs/obsidian/04-ai-collaborations/14-ограничения-лицензии-и-что-пока-лучше-не-склеивать.md,3290,0,memory|rag|orchestration|security|knowledge|ingestion|local-first|architecture|roadmap|anthropic|self-improvement|collaboration
sha256:55d5592d54aa8f17,doc,raw,Аннотация,docs/02-anthropic-vacancies/189-аннотация.md,372,0,architecture
sha256:561945a9174c414a,doc,raw,2. Формальный workflow,docs/02-anthropic-vacancies/108-2-формальный-workflow.md,483,0,memory|architecture|roadmap
sha256:5651a845d6b11eac,doc,raw,Приложение A: Дерево Решений для Принимающих InGit,docs/obsidian/02-anthropic-vacancies/339-приложение-a-дерево-решений-для-принимающих-ingit.md,314,0,anthropic
sha256:566caa302b22eb19,doc,raw,13. Reference Implementation,docs/nautilus/npp-v1-0/13-reference-implementation.md,120,0,anthropic|collaboration
sha256:5679c8bfd72c44b0,doc,raw,Словарь аббревиатур и сокращений,docs/ABBREVIATIONS.md,1697,0,
sha256:567b3f352c5c97ac,doc,raw,3. What Makes a Representative Agent,docs/nautilus/representative-agent-layer-en/03-what-makes-representative-agent.md,623,0,architecture|anthropic
sha256:56802352bf205c20,doc,raw,Комбинация 15: Self-Consolidating Legal Corpus,docs/technology-combinations/combinations/15-self-consolidating-legal-corpus.md,226,0,memory|knowledge|self-improvement
sha256:56b743bfb699f361,doc,raw,Нарратив проекта Lorenzo,docs/NARRATIVE.md,1055,0,
sha256:56f97cac5e2dbe4b,doc,raw,Du hast gesagt: Думаю про опцию д поискать в том числе на пр,docs/lorenzo-agent/naming/00-question-lorenzo-codename.md,238,0,anthropic|collaboration
sha256:56fbaa44b86b2aac,doc,raw,12. Versioning Policy,docs/nautilus/npp-v1-0/12-versioning-policy.md,173,0,architecture|anthropic
sha256:5724b320c1b73a72,person,raw,Авторы и коллаборации,docs/AUTHORS.md,158,0,
sha256:57be7473e4b5d2eb,doc,raw,For the Curious: Philosophy,docs/02-anthropic-vacancies/64-for-the-curious-philosophy.md,871,7,architecture|collaboration
sha256:57d0bcc755735a50,doc,raw,10. Strategic Positioning,docs/02-anthropic-vacancies/318-10-strategic-positioning.md,774,0,local-first|architecture|roadmap|anthropic|collaboration
sha256:57d5729726e5b691,doc,raw,4. Десять областей применения,docs/nautilus/representative-agent-layer-ru/04-desyat-oblastey.md,1572,0,architecture|anthropic|collaboration
sha256:57f0fa7ac9679976,project,raw,MemNet: исследовательская память,docs/obsidian/05-habr-projects/memory/memnet.md,7257,0,memory|rag|orchestration|security|knowledge|ingestion|local-first|architecture|roadmap|anthropic|self-improvement|collaboration
sha256:581554fb606a2cf1,doc,raw,AI Support Through Configurable Specialist Ensembles,docs/obsidian/02-anthropic-vacancies/251-ai-support-through-configurable-specialist-ensembl.md,368,0,architecture|collaboration
sha256:5886757f7336fe74,doc,raw,5. Экономика тиражирования по профессии,docs/02-anthropic-vacancies/236-5-экономика-тиражирования-по-профессии.md,857,6,architecture
sha256:58b9ce648c59c8a7,doc,raw,Пара 4 — Скилл-каталоги × Subagent-оркестрация,docs/habr-unique-projects/deep-pairs/4-skill-catalogs-subagents.md,300,0,rag|orchestration|anthropic|collaboration
sha256:58d97e4c4621c957,doc,raw,Прогресс MVP,docs/obsidian/PROGRESS.md,282,0,memory|knowledge|ingestion|architecture|roadmap|anthropic|self-improvement|collaboration
sha256:58fa1410bcd4abe9,doc,raw,What's Missing — Layer B,docs/nautilus/infrastructure-layer-b-en/04-whats-missing-layer-b.md,424,0,architecture|anthropic
sha256:58fd8ab4d84a79b6,doc,raw,INGIT КАК COWORK-ИНТЕГРИРОВАННАЯ ПОДЛОЖКА РАБОЧЕГО ПРОСТРАНС,docs/obsidian/02-anthropic-vacancies/324-ingit-как-cowork-интегрированная-подложка-рабочего.md,492,0,local-first|architecture|anthropic|collaboration
sha256:5934b95c41b12667,doc,raw,Содержание,docs/obsidian/02-anthropic-vacancies/190-содержание.md,260,0,architecture
sha256:59689493619e22d3,doc,raw,Рекурсивное прозрение,docs/nautilus/infrastructure-layer-b-ru/07-rekursivnoe-prozrenie.md,315,0,orchestration|architecture|roadmap|anthropic|collaboration
sha256:598588fdc324a16b,fact,raw,AI Factory + AIF Handoff,docs/svyazi-2-0/components/ai-factory.md,130,0,orchestration|ingestion|architecture|collaboration
sha256:59a38c9927888e71,doc,raw,Content Overview,docs/obsidian/02-anthropic-vacancies/38-content-overview.md,143,0,anthropic
sha256:59afbf0e34a0e7d0,doc,raw,1. Синдром Золушки: Почему качество остаётся невидимым,docs/obsidian/02-anthropic-vacancies/191-1-синдром-золушки-почему-качество-остаётся-невидим.md,838,0,architecture
sha256:59e7e00e511b018f,doc,raw,Глобальный Q&A,docs/QA.md,1975,0,
sha256:5a7d57be45801e73,doc,raw,6. Adapter Interface,docs/nautilus/npp-v1-1/06-adapter-interface.md,327,0,ingestion|anthropic
sha256:5a881a5cac7c3be4,project,raw,Ансамбль B — Forensic RAG для доказуемого matching и review,docs/svyazi-2-0/ensembles/B-forensic-rag.md,252,0,rag|ingestion|architecture|self-improvement
sha256:5acb54567199bf1c,doc,raw,9. Query Flow,docs/nautilus/npp-v1-0/09-query-flow.md,182,0,anthropic
sha256:5acff32abe10acb0,doc,raw,4. Условия применимости,docs/nautilus/review-methodology/05-conditions-of-applicability.md,258,0,memory|architecture|roadmap|anthropic
sha256:5ad542dba5e4b953,doc,raw,1. Why Single-Triangle Models Are Incomplete,docs/02-anthropic-vacancies/138-1-why-single-triangle-models-are-incomplete.md,613,0,architecture|anthropic
sha256:5af506ad54244545,doc,raw,Твоя коммуникация в outreach,docs/obsidian/02-anthropic-vacancies/357-твоя-коммуникация-в-outreach.md,195,0,anthropic
sha256:5b2987673347a795,doc,raw,5. The Economics of Profession-Wide Replication,docs/nautilus/professional-colleague-agents-en/05-economics-replication.md,695,0,rag|architecture|anthropic
sha256:5b6eaad0e09860c0,doc,raw,Пара 2 — Термодинамические TSU × MoE/MoME-роутинг,docs/habr-unique-projects/hardware-pairs/2-tsu-mome.md,297,0,memory|knowledge|architecture|collaboration
sha256:5b72ceb76dfb311f,doc,raw,Roadmap на 6–12 месяцев,docs/ai-collaborations/continuation/05-roadmap-6-12-months.md,360,0,memory|rag|orchestration|security|knowledge|architecture|roadmap|self-improvement|collaboration
sha256:5b9eeee2522fb80e,doc,raw,Health Dashboard,docs/HEALTH.md,236,0,
sha256:5bb505bb0a849284,doc,raw,17. Versioning Policy,docs/02-anthropic-vacancies/92-17-versioning-policy.md,305,0,architecture
sha256:5bbb8ce82af99bfb,doc,raw,"Архитектурные зазоры, которые важнее новых инструментов",docs/obsidian/04-ai-collaborations/09-архитектурные-зазоры-которые-важнее-новых-инструме.md,835,0,memory|rag|orchestration|security|knowledge|ingestion|architecture|roadmap|self-improvement
sha256:5bcaaa2d8f9f79ce,doc,raw,11. Call for Collaboration,docs/nautilus/professional-colleague-agents-en/11-call-for-collaboration.md,310,0,rag|architecture|anthropic
sha256:5bcaeb5545116f40,doc,raw,Спецификация агента: [Название],docs/templates/agent-spec.md,356,0,агент|спецификация
sha256:5bd36c168cb3651f,doc,raw,3. Why Existing Solutions Fail,docs/obsidian/02-anthropic-vacancies/157-3-why-existing-solutions-fail.md,802,0,rag|anthropic
sha256:5bdb617a9b87c5f0,doc,raw,Compute — 13 ролей,docs/anthropic-vacancies/clusters/10-compute.md,101,0,architecture|anthropic
sha256:5be5d4060987b009,doc,raw,Частотный анализ слов,docs/WORD_FREQ.md,3193,0,
sha256:5bf01a3d38a1edb5,doc,raw,Числовые KPI и метрики,docs/KPI.md,2736,0,
sha256:5c1ba736433c008d,doc,raw,Альтернативные пути вне Anthropic,docs/anthropic-vacancies/profile-mapping/02-reanalysis/04-non-anthropic-paths.md,377,0,rag|roadmap|anthropic|collaboration
sha256:5c27715b9d1bd2ca,doc,raw,Software Engineering - Infrastructure — 22 роли,docs/anthropic-vacancies/clusters/07-software-engineering-infrastructure.md,108,0,local-first|anthropic
sha256:5c2986ead712f5b3,doc,raw,13. Reference Implementation,docs/obsidian/02-anthropic-vacancies/25-13-reference-implementation.md,304,0,collaboration
sha256:5c2d144b1c495a63,doc,raw,1. Problem Statement,docs/02-anthropic-vacancies/155-1-problem-statement.md,790,4,anthropic
sha256:5c71dd4011f5e54d,doc,raw,8. Implications for Nautilus and OKWF,docs/nautilus/ingit-cowork-en/08-implications-nautilus-okwf.md,595,0,rag|architecture|anthropic
sha256:5cafdccd51dfdf54,doc,raw,12. Versioning Policy,docs/02-anthropic-vacancies/24-12-versioning-policy.md,358,4,architecture
sha256:5ccf1d7d44abc9bd,doc,raw,11. Relevance Ranking,docs/02-anthropic-vacancies/86-11-relevance-ranking.md,222,0,anthropic|collaboration
sha256:5cd6b65e1c95fd53,doc,raw,6. Уточнённый объём InGit с учётом Cowork,docs/obsidian/02-anthropic-vacancies/332-6-уточнённый-объём-ingit-с-учётом-cowork.md,486,0,architecture|roadmap
sha256:5ce0066cb89aabbd,doc,raw,10. Open Questions,docs/nautilus/professional-colleague-agents-en/10-open-questions.md,358,0,architecture|anthropic
sha256:5cf4a24a501d69a7,project,raw,Технический stack (Svyazi 2.0 foundation),docs/obsidian/02-anthropic-vacancies/366-технический-stack-svyazi-2-0-foundation.md,3952,0,memory|rag|orchestration|security|knowledge|ingestion|local-first|architecture|roadmap|self-improvement|collaboration
sha256:5d002db9e303020d,project,raw,Ансамбль G — Federated Local‑First Community Graph,docs/svyazi-2-0/ensembles/G-federated-local-graph.md,284,0,memory|rag|knowledge|ingestion|local-first|architecture
sha256:5d061602fd37962f,doc,raw,History,docs/obsidian/02-anthropic-vacancies/16-history.md,171,0,collaboration
sha256:5d51a9f3784dbfbc,doc,raw,Local-first и P2P стек,docs/03-technology-combinations/03-local-first.md,560,4,rag|knowledge|ingestion|local-first|architecture|collaboration
sha256:5d6ac024e7975707,doc,raw,4. Architecture of Professional Colleague Agents,docs/nautilus/professional-colleague-agents-en/04-architecture.md,847,0,rag|architecture|anthropic
sha256:5d6f7cacc41066f3,person,raw,Приоритет контактов,docs/CONTACT_PRIORITY.md,364,3,
sha256:5d8257782dea0a4b,doc,raw,Индекс именованных сущностей,docs/NAMED_ENTITIES.md,1508,0,
sha256:5d8448dc27e6283c,doc,raw,Еженедельный дайджест — 2026-04-29,docs/obsidian/DIGEST_WEEKLY.md,203,0,rag
sha256:5d957a52bd762ee7,doc,raw,Federated platform,docs/habr-unique-projects/extra-examples/09-federated-platform.md,192,0,ingestion|anthropic|collaboration
sha256:5d9f15d4afe21bdd,doc,raw,5. Economic Model,docs/obsidian/02-anthropic-vacancies/159-5-economic-model.md,675,0,roadmap|anthropic
sha256:5da508579ffa7430,doc,raw,Appendix C: История изменений методологии,docs/obsidian/02-anthropic-vacancies/121-appendix-c-история-изменений-методологии.md,225,0,anthropic
sha256:5de1a58bd345b838,doc,raw,Итоговые выводы и порядок сборки,docs/svyazi-2-0/limitations/conclusions.md,318,0,memory|rag|orchestration|security|knowledge|ingestion|local-first|architecture|roadmap|self-improvement|collaboration
sha256:5dec679479c02951,project,raw,Svyazi (Андрей Чуян) — детальный обзор,docs/habr-unique-projects/extra-examples/01-svyazi-andrey-chuyan.md,200,0,knowledge|ingestion|architecture|anthropic|collaboration
sha256:5e1043b8f4f70e2c,doc,raw,Appendix A: Decision Tree for InGit Adopters,docs/02-anthropic-vacancies/321-appendix-a-decision-tree-for-ingit-adopters.md,348,5,local-first|self-improvement
sha256:5e15fdd605cac241,doc,raw,Closing,docs/obsidian/02-anthropic-vacancies/285-closing.md,437,0,rag|ingestion|architecture
sha256:5e1aba5589d5107d,doc,raw,"Action Items, риски и решения",docs/ACTION_ITEMS.md,9180,3,
sha256:5e3a7d22ef6d7f66,doc,raw,4. Условия применимости,docs/obsidian/02-anthropic-vacancies/111-4-условия-применимости.md,289,0,memory|architecture|roadmap
sha256:5e53ac664244ecab,project,raw,Смежные проекты,docs/habr-unique-projects/analogues/02-related-projects.md,370,0,memory|knowledge|ingestion|architecture|self-improvement|collaboration
sha256:5ecbf7dde0979d2b,doc,raw,2. Target Populations,docs/nautilus/okwf-concept/02-target-populations.md,650,0,anthropic
sha256:5eebdd40f23c9d25,doc,raw,Nautilus,docs/obsidian/autofilled/components/nautilus.md,158,0,ingestion|collaboration
sha256:5f444f296d42a0ba,doc,raw,9. Phased Rollout Strategy,docs/02-anthropic-vacancies/178-9-phased-rollout-strategy.md,650,0,roadmap
sha256:5f69cd19d9559359,doc,raw,5. Архитектурная спецификация,docs/02-anthropic-vacancies/195-5-архитектурная-спецификация.md,615,0,local-first|architecture
sha256:5f79438fee97b68a,doc,raw,Appendix A: Connection to Companion Papers,docs/02-anthropic-vacancies/184-appendix-a-connection-to-companion-papers.md,411,4,architecture|anthropic
sha256:5f91651dfa9355f3,doc,raw,Legal — 13 ролей,docs/anthropic-vacancies/clusters/11-legal.md,100,0,anthropic
sha256:5fb61282c8cb883d,doc,raw,Horizon Europe Cluster 3 — Civil Security for Society — пере,docs/nautilus/npp-humanitarian-extension/04-grant-opportunities.md,540,0,architecture|roadmap|anthropic|collaboration
sha256:5fb9dd52c4374742,project,raw,Wikontic: семантический граф,docs/05-habr-projects/knowledge/wikontic.md,385,6,ingestion|collaboration
sha256:5fbc22b9811c9bec,doc,raw,Q&A: 02-anthropic-vacancies,docs/02-anthropic-vacancies/QA.md,323,0,
sha256:5fd080cbaf06fafd,doc,raw,Контакт: zodigancode / Rufler,docs/obsidian/contacts/zodigancode.md,216,0,контакты|команда
sha256:5fe84e2de682d30b,doc,raw,Это не Тип 1 — потому что профиль не общий для всей професси,docs/nautilus/composite-skills-agents-companion-mentors/02-what-was-missing-in-paper-6.md,1019,0,orchestration|architecture|anthropic
sha256:5ff717ab57e6fac0,doc,raw,2. Terminology,docs/nautilus/npp-v1-0/02-terminology.md,267,0,architecture|anthropic|collaboration
sha256:6035beffbc2b85b5,doc,raw,"Product Management, Support, & Operations — 17 ролей",docs/anthropic-vacancies/clusters/09-product-management-support-ops.md,96,0,anthropic
